#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   3.1131619E+06   3.1131619E+06   4.1505801E+06   1.2176684E+04   4.6627920E+04   3.1134268E+06   3.1131619E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   3.1131611E+06   3.1131611E+06   4.1505008E+06   1.2176541E+04   4.6627214E+04   3.1134259E+06   3.1131611E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   3.1131602E+06   3.1131602E+06   4.1504010E+06   1.2176361E+04   4.6626325E+04   3.1134249E+06   3.1131602E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   3.1131590E+06   3.1131590E+06   4.1502754E+06   1.2176134E+04   4.6625206E+04   3.1134236E+06   3.1131590E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   3.1131575E+06   3.1131575E+06   4.1501172E+06   1.2175848E+04   4.6623797E+04   3.1134219E+06   3.1131575E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   3.1131556E+06   3.1131556E+06   4.1499180E+06   1.2175489E+04   4.6622024E+04   3.1134198E+06   3.1131556E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   3.1131532E+06   3.1131532E+06   4.1496673E+06   1.2175037E+04   4.6619792E+04   3.1134172E+06   3.1131532E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   3.1131502E+06   3.1131502E+06   4.1493517E+06   1.2174467E+04   4.6616983E+04   3.1134139E+06   3.1131502E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   3.1131465E+06   3.1131465E+06   4.1489544E+06   1.2173750E+04   4.6613446E+04   3.1134097E+06   3.1131465E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   3.1131417E+06   3.1131417E+06   4.1484543E+06   1.2172848E+04   4.6608995E+04   3.1134044E+06   3.1131417E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   3.1131357E+06   3.1131357E+06   4.1478248E+06   1.2171711E+04   4.6603393E+04   3.1133978E+06   3.1131357E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   3.1131282E+06   3.1131282E+06   4.1470324E+06   1.2170281E+04   4.6596341E+04   3.1133895E+06   3.1131282E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   3.1131187E+06   3.1131187E+06   4.1460350E+06   1.2168481E+04   4.6587468E+04   3.1133790E+06   3.1131187E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   3.1131068E+06   3.1131068E+06   4.1447797E+06   1.2166216E+04   4.6576301E+04   3.1133659E+06   3.1131068E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   3.1130918E+06   3.1130918E+06   4.1431999E+06   1.2163364E+04   4.6562252E+04   3.1133493E+06   3.1130918E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   3.1130729E+06   3.1130729E+06   4.1412118E+06   1.2159775E+04   4.6544578E+04   3.1133284E+06   3.1130729E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   3.1130491E+06   3.1130491E+06   4.1387102E+06   1.2155258E+04   4.6522348E+04   3.1133021E+06   3.1130491E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   3.1130191E+06   3.1130191E+06   4.1355630E+06   1.2149574E+04   4.6494394E+04   3.1132690E+06   3.1130191E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   3.1129814E+06   3.1129814E+06   4.1316040E+06   1.2142423E+04   4.6459254E+04   3.1132274E+06   3.1129814E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   3.1129339E+06   3.1129339E+06   4.1266249E+06   1.2133427E+04   4.6415096E+04   3.1131749E+06   3.1129339E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   3.1128742E+06   3.1128742E+06   4.1203646E+06   1.2122112E+04   4.6359632E+04   3.1131090E+06   3.1128742E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   3.1127990E+06   3.1127990E+06   4.1124960E+06   1.2107884E+04   4.6290011E+04   3.1130259E+06   3.1127990E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   3.1127044E+06   3.1127044E+06   4.1026099E+06   1.2089998E+04   4.6202683E+04   3.1129215E+06   3.1127044E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   3.1125855E+06   3.1125855E+06   4.0901957E+06   1.2067523E+04   4.6093250E+04   3.1127901E+06   3.1125855E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   3.1124358E+06   3.1124358E+06   4.0746170E+06   1.2039293E+04   4.5956282E+04   3.1126248E+06   3.1124358E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   3.1122475E+06   3.1122475E+06   4.0550835E+06   1.2003858E+04   4.5785110E+04   3.1124169E+06   3.1122475E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
