#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   6.3752760E+06   6.3752760E+06   8.4990889E+06   1.1169102E+04   5.2386539E+05   6.3754044E+06   6.3752760E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   6.3752742E+06   6.3752742E+06   8.4987553E+06   1.1168830E+04   5.2385779E+05   6.3754025E+06   6.3752742E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   6.3752720E+06   6.3752720E+06   8.4983354E+06   1.1168487E+04   5.2384823E+05   6.3754001E+06   6.3752720E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   6.3752691E+06   6.3752691E+06   8.4978067E+06   1.1168056E+04   5.2383618E+05   6.3753970E+06   6.3752691E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   6.3752655E+06   6.3752655E+06   8.4971413E+06   1.1167513E+04   5.2382102E+05   6.3753931E+06   6.3752655E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   6.3752610E+06   6.3752610E+06   8.4963035E+06   1.1166829E+04   5.2380194E+05   6.3753882E+06   6.3752610E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   6.3752553E+06   6.3752553E+06   8.4952490E+06   1.1165968E+04   5.2377793E+05   6.3753821E+06   6.3752553E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   6.3752481E+06   6.3752481E+06   8.4939217E+06   1.1164885E+04   5.2374770E+05   6.3753743E+06   6.3752481E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   6.3752391E+06   6.3752391E+06   8.4922509E+06   1.1163522E+04   5.2370965E+05   6.3753646E+06   6.3752391E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   6.3752277E+06   6.3752277E+06   8.4901480E+06   1.1161806E+04   5.2366177E+05   6.3753523E+06   6.3752277E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   6.3752134E+06   6.3752134E+06   8.4875012E+06   1.1159645E+04   5.2360152E+05   6.3753369E+06   6.3752134E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   6.3751954E+06   6.3751954E+06   8.4841703E+06   1.1156926E+04   5.2352572E+05   6.3753175E+06   6.3751954E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   6.3751727E+06   6.3751727E+06   8.4799787E+06   1.1153505E+04   5.2343035E+05   6.3752930E+06   6.3751727E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   6.3751441E+06   6.3751441E+06   8.4747046E+06   1.1149199E+04   5.2331040E+05   6.3752622E+06   6.3751441E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   6.3751082E+06   6.3751082E+06   8.4680693E+06   1.1143780E+04   5.2315956E+05   6.3752235E+06   6.3751082E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   6.3750629E+06   6.3750629E+06   8.4597231E+06   1.1136963E+04   5.2296993E+05   6.3751747E+06   6.3750629E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   6.3750060E+06   6.3750060E+06   8.4492270E+06   1.1128388E+04   5.2273164E+05   6.3751133E+06   6.3750060E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   6.3749343E+06   6.3749343E+06   8.4360308E+06   1.1117603E+04   5.2243231E+05   6.3750360E+06   6.3749343E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   6.3748441E+06   6.3748441E+06   8.4194457E+06   1.1104043E+04   5.2205655E+05   6.3749388E+06   6.3748441E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   6.3747306E+06   6.3747306E+06   8.3986106E+06   1.1086999E+04   5.2158519E+05   6.3748164E+06   6.3747306E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   6.3745878E+06   6.3745878E+06   8.3724508E+06   1.1065584E+04   5.2099444E+05   6.3746624E+06   6.3745878E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   6.3744081E+06   6.3744081E+06   8.3396282E+06   1.1038692E+04   5.2025495E+05   6.3744687E+06   6.3744081E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   6.3741821E+06   6.3741821E+06   8.2984817E+06   1.1004944E+04   5.1933062E+05   6.3742251E+06   6.3741821E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   6.3738979E+06   6.3738979E+06   8.2469571E+06   1.0962626E+04   5.1817741E+05   6.3739188E+06   6.3738979E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   6.3735406E+06   6.3735406E+06   8.1825264E+06   1.0909618E+04   5.1674202E+05   6.3735337E+06   6.3735406E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   6.3730917E+06   6.3730917E+06   8.1020976E+06   1.0843303E+04   5.1496074E+05   6.3730498E+06   6.3730917E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   6.3725276E+06   6.3725276E+06   8.0019196E+06   1.0760479E+04   5.1275851E+05   6.3724419E+06   6.3725276E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   6.3718196E+06   6.3718196E+06   7.8774905E+06   1.0657248E+04   5.1004885E+05   6.3716789E+06   6.3718196E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   6.3709312E+06   6.3709312E+06   7.7234826E+06   1.0528916E+04   5.0673500E+05   6.3707217E+06   6.3709312E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   6.3698177E+06   6.3698177E+06   7.5337110E+06   1.0369901E+04   5.0271339E+05   6.3695222E+06   6.3698177E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   6.3684235E+06   6.3684235E+06   7.3011847E+06   1.0173680E+04   4.9788068E+05   6.3680205E+06   6.3684235E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   6.3666801E+06   6.3666801E+06   7.0182989E+06   9.9328070E+03   4.9214601E+05   6.3661433E+06   6.3666801E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   6.3645037E+06   6.3645037E+06   6.6772554E+06   9.6390600E+03   4.8545047E+05   6.3638007E+06   6.3645037E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
