#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   8.0576804E+06   8.0576804E+06   1.0741519E+07   1.0965228E+04   1.1296337E+06   8.0577776E+06   8.0576804E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   8.0576780E+06   8.0576780E+06   1.0740983E+07   1.0964886E+04   1.1296168E+06   8.0577750E+06   8.0576780E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   8.0576750E+06   8.0576750E+06   1.0740309E+07   1.0964455E+04   1.1295956E+06   8.0577718E+06   8.0576750E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   8.0576712E+06   8.0576712E+06   1.0739461E+07   1.0963912E+04   1.1295688E+06   8.0577678E+06   8.0576712E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   8.0576664E+06   8.0576664E+06   1.0738393E+07   1.0963229E+04   1.1295351E+06   8.0577627E+06   8.0576664E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   8.0576604E+06   8.0576604E+06   1.0737049E+07   1.0962369E+04   1.1294927E+06   8.0577563E+06   8.0576604E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   8.0576529E+06   8.0576529E+06   1.0735357E+07   1.0961287E+04   1.1294393E+06   8.0577482E+06   8.0576529E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   8.0576434E+06   8.0576434E+06   1.0733228E+07   1.0959924E+04   1.1293721E+06   8.0577380E+06   8.0576434E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   8.0576314E+06   8.0576314E+06   1.0730547E+07   1.0958209E+04   1.1292876E+06   8.0577252E+06   8.0576314E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   8.0576164E+06   8.0576164E+06   1.0727174E+07   1.0956051E+04   1.1291812E+06   8.0577091E+06   8.0576164E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   8.0575974E+06   8.0575974E+06   1.0722928E+07   1.0953334E+04   1.1290474E+06   8.0576889E+06   8.0575974E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   8.0575735E+06   8.0575735E+06   1.0717585E+07   1.0949915E+04   1.1288790E+06   8.0576633E+06   8.0575735E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   8.0575435E+06   8.0575435E+06   1.0710863E+07   1.0945612E+04   1.1286672E+06   8.0576312E+06   8.0575435E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   8.0575057E+06   8.0575057E+06   1.0702405E+07   1.0940198E+04   1.1284009E+06   8.0575908E+06   8.0575057E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   8.0574581E+06   8.0574581E+06   1.0691767E+07   1.0933386E+04   1.1280661E+06   8.0575399E+06   8.0574581E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   8.0573982E+06   8.0573982E+06   1.0678389E+07   1.0924817E+04   1.1276453E+06   8.0574758E+06   8.0573982E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   8.0573228E+06   8.0573228E+06   1.0661570E+07   1.0914041E+04   1.1271168E+06   8.0573952E+06   8.0573228E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   8.0572279E+06   8.0572279E+06   1.0640431E+07   1.0900493E+04   1.1264533E+06   8.0572938E+06   8.0572279E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   8.0571085E+06   8.0571085E+06   1.0613877E+07   1.0883463E+04   1.1256210E+06   8.0571661E+06   8.0571085E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   8.0569582E+06   8.0569582E+06   1.0580536E+07   1.0862068E+04   1.1245779E+06   8.0570054E+06   8.0569582E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   8.0567692E+06   8.0567692E+06   1.0538706E+07   1.0835202E+04   1.1232721E+06   8.0568033E+06   8.0567692E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   8.0565315E+06   8.0565315E+06   1.0486269E+07   1.0801489E+04   1.1216399E+06   8.0565491E+06   8.0565315E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   8.0562325E+06   8.0562325E+06   1.0420611E+07   1.0759218E+04   1.1196035E+06   8.0562294E+06   8.0562325E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   8.0558565E+06   8.0558565E+06   1.0338511E+07   1.0706274E+04   1.1170688E+06   8.0558275E+06   8.0558565E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   8.0553841E+06   8.0553841E+06   1.0236036E+07   1.0640049E+04   1.1139230E+06   8.0553224E+06   8.0553841E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   8.0547906E+06   8.0547906E+06   1.0108411E+07   1.0557351E+04   1.1100336E+06   8.0546879E+06   8.0547906E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   8.0540454E+06   8.0540454E+06   9.9499122E+06   1.0454298E+04   1.1052477E+06   8.0538913E+06   8.0540454E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   8.0531103E+06   8.0531103E+06   9.7537695E+06   1.0326221E+04   1.0993940E+06   8.0528918E+06   8.0531103E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   8.0519380E+06   8.0519380E+06   9.5121310E+06   1.0167576E+04   1.0922889E+06   8.0516388E+06   8.0519380E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   8.0504699E+06   8.0504699E+06   9.2161331E+06   9.9718932E+03   1.0837490E+06   8.0500698E+06   8.0504699E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   8.0486336E+06   8.0486336E+06   8.8561533E+06   9.7318093E+03   1.0736120E+06   8.0481077E+06   8.0486336E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   8.0463404E+06   8.0463404E+06   8.4223540E+06   9.4392230E+03   1.0617712E+06   8.0456579E+06   8.0463404E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   8.0434825E+06   8.0434825E+06   7.9056593E+06   9.0856688E+03   1.0482235E+06   8.0426055E+06   8.0434825E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-04   8.0399290E+06   8.0399290E+06   7.2993263E+06   8.6630064E+03   1.0331343E+06   8.0388115E+06   8.0399290E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-04   8.0355236E+06   8.0355236E+06   6.6012604E+06   8.1645481E+03   1.0169078E+06   8.0341098E+06   8.0355236E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-04   8.0300807E+06   8.0300807E+06   5.8171138E+06   7.5867336E+03   1.0002441E+06   8.0283043E+06   8.0300807E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-04   8.0233833E+06   8.0233833E+06   4.9639372E+06   6.9313864E+03   9.8413526E+05   8.0211660E+06   8.0233833E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-04   8.0151808E+06   8.0151808E+06   4.0736158E+06   6.2083878E+03   9.6972399E+05   8.0124324E+06   8.0151808E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-04   8.0051880E+06   8.0051880E+06   3.1944771E+06   5.4382362E+03   9.5792359E+05   8.0018067E+06   8.0051880E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-04   7.9930841E+06   7.9930841E+06   2.3884476E+06   4.6533821E+03   9.4872621E+05   7.9889588E+06   7.9930841E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-03   7.9785112E+06   7.9785112E+06   1.7206292E+06   3.8965943E+03   9.4028409E+05   7.9735261E+06   7.9785112E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
