#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   3.9575114E+06   3.9575114E+06   5.2761917E+06   1.1807770E+04   1.0699901E+05   3.9577225E+06   3.9575114E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   3.9575103E+06   3.9575103E+06   5.2760635E+06   1.1807594E+04   1.0699744E+05   3.9577214E+06   3.9575103E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   3.9575091E+06   3.9575091E+06   5.2759020E+06   1.1807372E+04   1.0699546E+05   3.9577200E+06   3.9575091E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   3.9575075E+06   3.9575075E+06   5.2756988E+06   1.1807092E+04   1.0699297E+05   3.9577182E+06   3.9575075E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   3.9575055E+06   3.9575055E+06   5.2754430E+06   1.1806740E+04   1.0698984E+05   3.9577160E+06   3.9575055E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   3.9575029E+06   3.9575029E+06   5.2751209E+06   1.1806297E+04   1.0698590E+05   3.9577132E+06   3.9575029E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   3.9574997E+06   3.9574997E+06   5.2747155E+06   1.1805740E+04   1.0698093E+05   3.9577097E+06   3.9574997E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   3.9574957E+06   3.9574957E+06   5.2742051E+06   1.1805038E+04   1.0697469E+05   3.9577053E+06   3.9574957E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   3.9574906E+06   3.9574906E+06   5.2735626E+06   1.1804154E+04   1.0696683E+05   3.9576998E+06   3.9574906E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   3.9574842E+06   3.9574842E+06   5.2727539E+06   1.1803042E+04   1.0695693E+05   3.9576928E+06   3.9574842E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   3.9574762E+06   3.9574762E+06   5.2717360E+06   1.1801642E+04   1.0694448E+05   3.9576840E+06   3.9574762E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   3.9574661E+06   3.9574661E+06   5.2704548E+06   1.1799879E+04   1.0692880E+05   3.9576729E+06   3.9574661E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   3.9574534E+06   3.9574534E+06   5.2688422E+06   1.1797661E+04   1.0690908E+05   3.9576589E+06   3.9574534E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   3.9574373E+06   3.9574373E+06   5.2668128E+06   1.1794869E+04   1.0688426E+05   3.9576414E+06   3.9574373E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
