#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   9.3349514E+05   9.3349514E+05   1.2446354E+06   1.3363772E+04   6.5235396E+02   9.3413108E+05   9.3349514E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   9.3349498E+05   9.3349498E+05   1.2446287E+06   1.3363725E+04   6.5234178E+02   9.3413090E+05   9.3349498E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   9.3349477E+05   9.3349477E+05   1.2446204E+06   1.3363665E+04   6.5232645E+02   9.3413067E+05   9.3349477E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   9.3349452E+05   9.3349452E+05   1.2446099E+06   1.3363589E+04   6.5230715E+02   9.3413037E+05   9.3349452E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   9.3349419E+05   9.3349419E+05   1.2445966E+06   1.3363494E+04   6.5228286E+02   9.3413001E+05   9.3349419E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   9.3349379E+05   9.3349379E+05   1.2445799E+06   1.3363374E+04   6.5225227E+02   9.3412954E+05   9.3349379E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   9.3349328E+05   9.3349328E+05   1.2445590E+06   1.3363223E+04   6.5221377E+02   9.3412896E+05   9.3349328E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   9.3349263E+05   9.3349263E+05   1.2445325E+06   1.3363033E+04   6.5216530E+02   9.3412823E+05   9.3349263E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   9.3349182E+05   9.3349182E+05   1.2444993E+06   1.3362794E+04   6.5210428E+02   9.3412731E+05   9.3349182E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   9.3349080E+05   9.3349080E+05   1.2444574E+06   1.3362492E+04   6.5202746E+02   9.3412614E+05   9.3349080E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   9.3348952E+05   9.3348952E+05   1.2444047E+06   1.3362113E+04   6.5193077E+02   9.3412468E+05   9.3348952E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   9.3348790E+05   9.3348790E+05   1.2443383E+06   1.3361636E+04   6.5180905E+02   9.3412284E+05   9.3348790E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   9.3348587E+05   9.3348587E+05   1.2442548E+06   1.3361035E+04   6.5165582E+02   9.3412052E+05   9.3348587E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   9.3348331E+05   9.3348331E+05   1.2441496E+06   1.3360279E+04   6.5146295E+02   9.3411760E+05   9.3348331E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   9.3348008E+05   9.3348008E+05   1.2440172E+06   1.3359326E+04   6.5122019E+02   9.3411393E+05   9.3348008E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   9.3347602E+05   9.3347602E+05   1.2438505E+06   1.3358128E+04   6.5091464E+02   9.3410931E+05   9.3347602E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   9.3347091E+05   9.3347091E+05   1.2436408E+06   1.3356619E+04   6.5053009E+02   9.3410348E+05   9.3347091E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   9.3346448E+05   9.3346448E+05   1.2433767E+06   1.3354720E+04   6.5004613E+02   9.3409616E+05   9.3346448E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   9.3345638E+05   9.3345638E+05   1.2430444E+06   1.3352329E+04   6.4943715E+02   9.3408693E+05   9.3345638E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   9.3344618E+05   9.3344618E+05   1.2426261E+06   1.3349320E+04   6.4867092E+02   9.3407532E+05   9.3344618E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   9.3343335E+05   9.3343335E+05   1.2420997E+06   1.3345533E+04   6.4770699E+02   9.3406070E+05   9.3343335E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   9.3341720E+05   9.3341720E+05   1.2414373E+06   1.3340766E+04   6.4649456E+02   9.3404230E+05   9.3341720E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   9.3339686E+05   9.3339686E+05   1.2406038E+06   1.3334768E+04   6.4496995E+02   9.3401914E+05   9.3339686E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   9.3337127E+05   9.3337127E+05   1.2395553E+06   1.3327221E+04   6.4305333E+02   9.3399000E+05   9.3337127E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
