#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   3.6534781E+06   3.6534781E+06   4.8708868E+06   1.1929870E+04   8.1395266E+04   3.6537062E+06   3.6534781E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   3.6534772E+06   3.6534772E+06   4.8707775E+06   1.1929706E+04   8.1394062E+04   3.6537052E+06   3.6534772E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   3.6534761E+06   3.6534761E+06   4.8706400E+06   1.1929499E+04   8.1392546E+04   3.6537039E+06   3.6534761E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   3.6534746E+06   3.6534746E+06   4.8704668E+06   1.1929238E+04   8.1390638E+04   3.6537023E+06   3.6534746E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   3.6534728E+06   3.6534728E+06   4.8702487E+06   1.1928910E+04   8.1388237E+04   3.6537003E+06   3.6534728E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   3.6534705E+06   3.6534705E+06   4.8699742E+06   1.1928497E+04   8.1385213E+04   3.6536978E+06   3.6534705E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   3.6534676E+06   3.6534676E+06   4.8696287E+06   1.1927977E+04   8.1381407E+04   3.6536946E+06   3.6534676E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   3.6534639E+06   3.6534639E+06   4.8691938E+06   1.1927323E+04   8.1376617E+04   3.6536906E+06   3.6534639E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   3.6534593E+06   3.6534593E+06   4.8686463E+06   1.1926499E+04   8.1370587E+04   3.6536855E+06   3.6534593E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   3.6534536E+06   3.6534536E+06   4.8679570E+06   1.1925461E+04   8.1362997E+04   3.6536792E+06   3.6534536E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   3.6534463E+06   3.6534463E+06   4.8670895E+06   1.1924156E+04   8.1353445E+04   3.6536712E+06   3.6534463E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   3.6534371E+06   3.6534371E+06   4.8659976E+06   1.1922512E+04   8.1341423E+04   3.6536611E+06   3.6534371E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   3.6534256E+06   3.6534256E+06   4.8646232E+06   1.1920444E+04   8.1326295E+04   3.6536484E+06   3.6534256E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   3.6534110E+06   3.6534110E+06   4.8628935E+06   1.1917840E+04   8.1307260E+04   3.6536324E+06   3.6534110E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   3.6533927E+06   3.6533927E+06   4.8607168E+06   1.1914563E+04   8.1283313E+04   3.6536123E+06   3.6533927E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   3.6533697E+06   3.6533697E+06   4.8579777E+06   1.1910439E+04   8.1253190E+04   3.6535870E+06   3.6533697E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   3.6533407E+06   3.6533407E+06   4.8545316E+06   1.1905250E+04   8.1215308E+04   3.6535552E+06   3.6533407E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   3.6533043E+06   3.6533043E+06   4.8501963E+06   1.1898720E+04   8.1167682E+04   3.6535151E+06   3.6533043E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   3.6532583E+06   3.6532583E+06   4.8447438E+06   1.1890506E+04   8.1107824E+04   3.6534646E+06   3.6532583E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   3.6532006E+06   3.6532006E+06   4.8378876E+06   1.1880173E+04   8.1032627E+04   3.6534011E+06   3.6532006E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   3.6531278E+06   3.6531278E+06   4.8292692E+06   1.1867179E+04   8.0938211E+04   3.6533212E+06   3.6531278E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   3.6530363E+06   3.6530363E+06   4.8184397E+06   1.1850844E+04   8.0819748E+04   3.6532207E+06   3.6530363E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   3.6529212E+06   3.6529212E+06   4.8048386E+06   1.1830314E+04   8.0671243E+04   3.6530942E+06   3.6529212E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
