#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   4.2870418E+06   4.2870418E+06   5.7154802E+06   1.1688048E+04   1.4031123E+05   4.2872369E+06   4.2870418E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   4.2870407E+06   4.2870407E+06   5.7153297E+06   1.1687859E+04   1.4030919E+05   4.2872357E+06   4.2870407E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   4.2870393E+06   4.2870393E+06   5.7151403E+06   1.1687620E+04   1.4030661E+05   4.2872342E+06   4.2870393E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   4.2870375E+06   4.2870375E+06   5.7149018E+06   1.1687320E+04   1.4030337E+05   4.2872323E+06   4.2870375E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   4.2870353E+06   4.2870353E+06   5.7146016E+06   1.1686943E+04   1.4029929E+05   4.2872298E+06   4.2870353E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   4.2870325E+06   4.2870325E+06   5.7142236E+06   1.1686467E+04   1.4029415E+05   4.2872268E+06   4.2870325E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   4.2870290E+06   4.2870290E+06   5.7137478E+06   1.1685869E+04   1.4028768E+05   4.2872229E+06   4.2870290E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   4.2870245E+06   4.2870245E+06   5.7131489E+06   1.1685116E+04   1.4027954E+05   4.2872181E+06   4.2870245E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   4.2870189E+06   4.2870189E+06   5.7123950E+06   1.1684168E+04   1.4026930E+05   4.2872119E+06   4.2870189E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   4.2870119E+06   4.2870119E+06   5.7114460E+06   1.1682974E+04   1.4025640E+05   4.2872043E+06   4.2870119E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   4.2870030E+06   4.2870030E+06   5.7102516E+06   1.1681471E+04   1.4024017E+05   4.2871946E+06   4.2870030E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   4.2869919E+06   4.2869919E+06   5.7087481E+06   1.1679580E+04   1.4021975E+05   4.2871824E+06   4.2869919E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   4.2869779E+06   4.2869779E+06   5.7068559E+06   1.1677200E+04   1.4019405E+05   4.2871670E+06   4.2869779E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   4.2869602E+06   4.2869602E+06   5.7044747E+06   1.1674204E+04   1.4016172E+05   4.2871477E+06   4.2869602E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   4.2869380E+06   4.2869380E+06   5.7014782E+06   1.1670433E+04   1.4012104E+05   4.2871234E+06   4.2869380E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   4.2869100E+06   4.2869100E+06   5.6977079E+06   1.1665688E+04   1.4006989E+05   4.2870928E+06   4.2869100E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   4.2868747E+06   4.2868747E+06   5.6929648E+06   1.1659718E+04   1.4000557E+05   4.2870543E+06   4.2868747E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   4.2868304E+06   4.2868304E+06   5.6869989E+06   1.1652206E+04   1.3992472E+05   4.2870058E+06   4.2868304E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   4.2867746E+06   4.2867746E+06   5.6794966E+06   1.1642758E+04   1.3982313E+05   4.2869448E+06   4.2867746E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   4.2867043E+06   4.2867043E+06   5.6700652E+06   1.1630875E+04   1.3969556E+05   4.2868680E+06   4.2867043E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   4.2866159E+06   4.2866159E+06   5.6582127E+06   1.1615935E+04   1.3953544E+05   4.2867714E+06   4.2866159E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   4.2865047E+06   4.2865047E+06   5.6433246E+06   1.1597157E+04   1.3933465E+05   4.2866498E+06   4.2865047E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
