#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.1704318E+07   1.1704318E+07   1.5601343E+07   1.0963757E+04   3.9372505E+06   1.1704374E+07   1.1704318E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.1704315E+07   1.1704315E+07   1.5600196E+07   1.0963243E+04   3.9371803E+06   1.1704370E+07   1.1704315E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.1704310E+07   1.1704310E+07   1.5598751E+07   1.0962596E+04   3.9370919E+06   1.1704365E+07   1.1704310E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.1704304E+07   1.1704304E+07   1.5596932E+07   1.0961782E+04   3.9369806E+06   1.1704359E+07   1.1704304E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.1704297E+07   1.1704297E+07   1.5594643E+07   1.0960757E+04   3.9368405E+06   1.1704351E+07   1.1704297E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.1704287E+07   1.1704287E+07   1.5591761E+07   1.0959467E+04   3.9366643E+06   1.1704341E+07   1.1704287E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.1704275E+07   1.1704275E+07   1.5588134E+07   1.0957843E+04   3.9364424E+06   1.1704329E+07   1.1704275E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.1704261E+07   1.1704261E+07   1.5583569E+07   1.0955798E+04   3.9361632E+06   1.1704313E+07   1.1704261E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.1704242E+07   1.1704242E+07   1.5577823E+07   1.0953225E+04   3.9358119E+06   1.1704294E+07   1.1704242E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.1704218E+07   1.1704218E+07   1.5570593E+07   1.0949987E+04   3.9353700E+06   1.1704269E+07   1.1704218E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.1704189E+07   1.1704189E+07   1.5561496E+07   1.0945912E+04   3.9348140E+06   1.1704237E+07   1.1704189E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.1704151E+07   1.1704151E+07   1.5550050E+07   1.0940784E+04   3.9341148E+06   1.1704198E+07   1.1704151E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.1704105E+07   1.1704105E+07   1.5535651E+07   1.0934332E+04   3.9332357E+06   1.1704149E+07   1.1704105E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.1704046E+07   1.1704046E+07   1.5517543E+07   1.0926216E+04   3.9321308E+06   1.1704086E+07   1.1704046E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.1703971E+07   1.1703971E+07   1.5494774E+07   1.0916008E+04   3.9307425E+06   1.1704008E+07   1.1703971E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.1703878E+07   1.1703878E+07   1.5466156E+07   1.0903173E+04   3.9289993E+06   1.1703909E+07   1.1703878E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.1703760E+07   1.1703760E+07   1.5430198E+07   1.0887038E+04   3.9268117E+06   1.1703785E+07   1.1703760E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   1.1703612E+07   1.1703612E+07   1.5385044E+07   1.0866765E+04   3.9240689E+06   1.1703629E+07   1.1703612E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   1.1703426E+07   1.1703426E+07   1.5328377E+07   1.0841305E+04   3.9206334E+06   1.1703432E+07   1.1703426E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   1.1703191E+07   1.1703191E+07   1.5257321E+07   1.0809348E+04   3.9163360E+06   1.1703184E+07   1.1703191E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   1.1702897E+07   1.1702897E+07   1.5168312E+07   1.0769271E+04   3.9109697E+06   1.1702873E+07   1.1702897E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   1.1702526E+07   1.1702526E+07   1.5056960E+07   1.0719059E+04   3.9042825E+06   1.1702482E+07   1.1702526E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   1.1702060E+07   1.1702060E+07   1.4917886E+07   1.0656228E+04   3.8959716E+06   1.1701990E+07   1.1702060E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   1.1701474E+07   1.1701474E+07   1.4744544E+07   1.0577728E+04   3.8856776E+06   1.1701372E+07   1.1701474E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   1.1700739E+07   1.1700739E+07   1.4529056E+07   1.0479848E+04   3.8729815E+06   1.1700595E+07   1.1700739E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
